Atualização;n;Abrangência2;Abrangência1;UF;Município;Empreendimento;Eixo;Subeixo;Modalidade;Classificação;Estágio;Estimativa do valor total do empreendimento no Novo PAC (2023-2030) (R$);Percentual de execução do empreendimento (%);Tipo de Executor
abr/25;20286;Intra Estado;Município;RS;Caseiros;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;15.000,00;;Municipal
abr/25;20287;Intra Estado;Município;RS;Chuvisca;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;15.000,00;;Municipal
abr/25;20288;Intra Estado;Município;RS;Erechim;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;15.000,00;;Municipal
abr/25;20289;Intra Estado;Município;RS;Espumoso;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;15.000,00;;Municipal
abr/25;20290;Intra Estado;Município;RS;Gravataí;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;15.000,00;;Municipal
abr/25;20291;Intra Estado;Município;RS;Guabiju;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;15.000,00;;Municipal
abr/25;20292;Intra Estado;Município;RS;Ibirubá;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;15.000,00;;Municipal
abr/25;20293;Intra Estado;Município;RS;Lavras do Sul;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;15.000,00;;Municipal
abr/25;20358;Intra Estado;Município;RS;Montenegro;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;15.000,00;;Municipal
abr/25;20294;Intra Estado;Município;RS;Nicolau Vergueiro;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;15.000,00;;Municipal
abr/25;20295;Intra Estado;Município;RS;Nova Petrópolis;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;15.000,00;;Municipal
abr/25;20296;Intra Estado;Município;RS;Pantano Grande;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;15.000,00;;Municipal
abr/25;20297;Intra Estado;Município;RS;Pinhal Grande;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;15.000,00;;Municipal
abr/25;20298;Intra Estado;Município;RS;Pinheiro Machado;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;15.000,00;;Municipal
abr/25;20299;Intra Estado;Município;RS;Santa Vitória do Palmar;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;15.000,00;;Municipal
abr/25;20300;Intra Estado;Município;RS;São Francisco de Paula;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;30.000,00;;Municipal
abr/25;20301;Intra Estado;Município;RS;São José do Inhacorá;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;15.000,00;;Municipal
abr/25;20302;Intra Estado;Município;RS;São Leopoldo;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;90.000,00;;Municipal
abr/25;20303;Intra Estado;Município;RS;São Marcos;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;15.000,00;;Municipal
abr/25;20359;Intra Estado;Município;RS;Sentinela do Sul;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;15.000,00;;Municipal
abr/25;20304;Intra Estado;Município;RS;Soledade;Equipamento multimídia para Teleconsulta;Saúde;Telessaúde;Equipamentos multimídia para Teleconsulta;Equipamento;Em licitação / Leilão;15.000,00;;Municipal
abr/25;1623;Intra Estado;Município;RS;Rio Grande;Conversão da Refinaria de Petróleo Riograndense em Biorrefinaria;Transição e Segurança Energética;Combustíveis de baixo carbono;Estudos para transição energética;Estudo / Projeto / Plano;Concluído;45.000.000,00;100;Privado
abr/25;2228;Intra Estado;Município;RS;Canoas;IP CANOAS;Transição e Segurança Energética;Eficiência Energética;PPP em Implantação ou Licitada;Concessão / PPP;Em execução;114.000.000,00;13;Municipal
abr/25;2230;Intra Estado;Município;RS;Caxias do Sul ;IP CAXIAS DO SUL;Transição e Segurança Energética;Eficiência Energética;PPP em Implantação ou Licitada;Concessão / PPP;Em execução;124.000.000,00;40;Municipal
abr/25;6086;Intra Estado;Município;RS;Gravataí;IP GRAVATAÍ (RS);Transição e Segurança Energética;Eficiência Energética;PPP em Estudos;Concessão / PPP;Em execução;1.398.231,00;43;Municipal
abr/25;3013;Intra Estado;Municípios;RS;Ibirapuitã, Tio Hugo;PCH Tio Hugo;Transição e Segurança Energética;Geração de Energia;Pequenas Centrais Hidrelétricas;Obra;Concluído;51.777.328,00;100;Privado
abr/25;3037;Intra Estado;Município;RS;Ijuí;PCH Linha Onze Oeste;Transição e Segurança Energética;Geração de Energia;Pequenas Centrais Hidrelétricas;Obra;Em execução;120.984.696,00;98,3;Privado
abr/25;16341;Intra Estado;Município;RS;Ipê;PCH Saltinho RS;Transição e Segurança Energética;Geração de Energia;Pequenas Centrais Hidrelétricas;Obra;Em execução;139.798.782,00;60;Privado
abr/25;16531;Intra Estado;Município;RS;Itaqui;UTE Camil Cambaí;Transição e Segurança Energética;Geração de Energia;Térmica Renovável;Obra;Em execução;26.106.614,00;66;Privado
abr/25;16343;Intra Estado;Município;RS;Mormaço;PCH Santo Antônio do Jacuí;Transição e Segurança Energética;Geração de Energia;Pequenas Centrais Hidrelétricas;Obra;Em execução;26.657.634,00;60;Privado
abr/25;3011;Intra Estado;Municípios;RS;Quevedos, São Martinho da Serra;PCH Rincão São Miguel;Transição e Segurança Energética;Geração de Energia;Pequenas Centrais Hidrelétricas;Obra;Concluído;49.983.064,00;100;Privado
abr/25;16203;Intra Estado;Município;RS;Sant'Ana do Livramento;EOL Coxilha Negra 3;Transição e Segurança Energética;Geração de Energia;Eólicas;Obra;Concluído;443.939.758,00;100;Privado
abr/25;16205;Intra Estado;Município;RS;Sant'Ana do Livramento;EOL Coxilha Negra 4;Transição e Segurança Energética;Geração de Energia;Eólicas;Obra;Em execução;408.424.577,00;97,7;Privado
abr/25;3157;Intra Estado;Estado;RS;Rio Grande do Sul;LT 230 kV Capivari do Sul (RS) – Osório 3 (RS) – 35 km;Transição e Segurança Energética;Transmissão de Energia;Conclusão de obras em andamento;Obra;Em ação preparatória;54.120.720,00;;Privado
abr/25;3111;Intra Estado;Estado;RS;Rio Grande do Sul;LT 230 kV Caxias Norte (RS) – Caxias 6 (RS) – 30 km;Transição e Segurança Energética;Transmissão de Energia;Conclusão de obras em andamento;Obra;Concluído;61.523.564,00;100;Privado
abr/25;3115;Intra Estado;Estado;RS;Rio Grande do Sul;LT 230 kV Caxias Norte (RS) – Monte Claro (RS) – 27 km;Transição e Segurança Energética;Transmissão de Energia;Conclusão de obras em andamento;Obra;Concluído;29.103.568,00;100;Privado
abr/25;3113;Intra Estado;Estado;RS;Rio Grande do Sul;LT 230 kV Caxias Norte (RS) – Vinhedos (RS) – 24 km;Transição e Segurança Energética;Transmissão de Energia;Conclusão de obras em andamento;Obra;Concluído;20.226.372,00;100;Privado
abr/25;3153;Intra Estado;Estado;RS;Rio Grande do Sul;LT 230 kV Guaíba 3 (RS) – Charqueadas 3 (RS) – 14 km;Transição e Segurança Energética;Transmissão de Energia;Conclusão de obras em andamento;Obra;Concluído;22.189.496,00;100;Privado
abr/25;3097;Intra Estado;Estado;RS;Rio Grande do Sul;LT 230 kV Livramento 3 (RS) - Santa Maria 3 (RS) – 245 km;Transição e Segurança Energética;Transmissão de Energia;Conclusão de obras em andamento;Obra;Concluído;53.958.252,00;100;Privado
abr/25;3155;Intra Estado;Estado;RS;Rio Grande do Sul;LT 230 kV Porto Alegre 1 (RS) – Porto Alegre 9 (RS) – 9 km;Transição e Segurança Energética;Transmissão de Energia;Conclusão de obras em andamento;Obra;Em ação preparatória;93.358.240,00;;Privado
abr/25;3159;Intra Estado;Estado;RS;Rio Grande do Sul;LT 230kV Guaíba 3 (RS) – Pólo Petroquímico (RS) – 34 km;Transição e Segurança Energética;Transmissão de Energia;Conclusão de obras em andamento;Obra;Em execução;36.080.480,00;21;Privado
abr/25;3101;Intra Estado;Estado;RS;Rio Grande do Sul;LT 525kV Guaíba 3 (RS) - Capivari do Sul (RS) – 178 km;Transição e Segurança Energética;Transmissão de Energia;Conclusão de obras em andamento;Obra;Concluído;187.438.800,00;100;Privado
abr/25;3145;Intra Estado;Estado;RS;Rio Grande do Sul;SE 230/138 kV Cachoeirinha 3 (RS);Transição e Segurança Energética;Transmissão de Energia;Conclusão de obras em andamento;Obra;Concluído;172.755.000,00;100;Privado
abr/25;3151;Intra Estado;Estado;RS;Rio Grande do Sul;SE 230/69 kV Charqueadas 3 (RS);Transição e Segurança Energética;Transmissão de Energia;Conclusão de obras em andamento;Obra;Concluído;59.968.464,00;100;Privado
abr/25;3109;Intra Estado;Estado;RS;Rio Grande do Sul;SE 525/230/138 kV Caxias Norte (RS);Transição e Segurança Energética;Transmissão de Energia;Conclusão de obras em andamento;Obra;Concluído;294.348.028,00;100;Privado
abr/25;1106;Intra Estado;Município;RS;Bagé;Investimentos no Aeroporto de Bagé-RS;Transporte Eficiente e Sustentável;Aeroportos;Investimentos das Concessões Existentes;Obra;Concluído;5.986.041,00;100;Privado
abr/25;1156;Intra Estado;Município;RS;Pelotas;Investimentos no Aeroporto de Pelotas-RS;Transporte Eficiente e Sustentável;Aeroportos;Investimentos das Concessões Existentes;Obra;Concluído;7.518.816,00;100;Privado
abr/25;1052;Intra Estado;Município;RS;Santa Maria;Aeroporto de Santa Maria-RS: Reforma e Ampliação do Terminal;Transporte Eficiente e Sustentável;Aeroportos;Novas obras;Obra;Em execução;18.500.000,00;0;Municipal
abr/25;1192;Intra Estado;Município;RS;Uruguaiana;Investimentos no Aeroporto de Uruguaiana-RS;Transporte Eficiente e Sustentável;Aeroportos;Investimentos das Concessões Existentes;Obra;Concluído;24.109.671,00;100;Privado
abr/25;1236;Intra Estado;Município;RS;Bom Retiro do Sul;Eclusa Bom Retiro do Sul/RS - Modernização;Transporte Eficiente e Sustentável;Hidrovias;Eclusa - Modernização;Obra;Em ação preparatória;84.522.163,07;;Federal
abr/25;1350;Intra Estado;Municípios;RS;Cachoeira do Sul, General Câmara, Rio Pardo, Bom Retiro do Sul;"""Crema"" das Eclusas do Sul";Transporte Eficiente e Sustentável;Hidrovias;Eclusa - Operação e Manutenção;Obra;Em execução;30.195.684,87;53,6;Federal
abr/25;1232;Intra Estado;Município;RS;General Câmara;Eclusa Amarópolis/RS - Modernização;Transporte Eficiente e Sustentável;Hidrovias;Eclusa - Modernização;Obra;Em licitação / Leilão;159.999.999,99;;Federal
abr/25;1226;Intra Estado;Municípios;RS;Pelotas, Rio Grande, Santa Vitória do Palmar;Dragagem e Sinalização Náutica da Lagoa Mirim;Transporte Eficiente e Sustentável;Hidrovias;Dragagem;Obra;Em ação preparatória;32.499.999,00;;Federal
abr/25;1713;Intra Estado;Municípios;RS;Porto Alegre, Triunfo, Arroio do Meio, São Borja;PMH da Lagoa Mirim;Transporte Eficiente e Sustentável;Hidrovias;PMH, Estudos e Levantamentos Hidrográficos;Estudo / Projeto / Plano;Em ação preparatória;5.000.000,00;;Federal
abr/25;1234;Intra Estado;Município;RS;Rio Pardo;Eclusa Anel de Dom Marco/RS - Modernização;Transporte Eficiente e Sustentável;Hidrovias;Eclusa - Modernização;Obra;Em ação preparatória;87.200.000,00;;Federal
abr/25;1090;Intra Estado;Município;RS;Pelotas;Investimentos no Porto de Pelotas: 1 Arrendamento Vigente;Transporte Eficiente e Sustentável;Portos;Arrendamentos Existentes;Obra;Concluído;19.474.845,00;100;Privado
abr/25;1378;Intra Estado;Município;RS;Porto Alegre;Investimento no Porto de Porto Alegre: 3 Novos Arrendamentos;Transporte Eficiente e Sustentável;Portos;Novos Arrendamentos;Concessão / PPP;Em execução;17.045.250,00;0;Privado
abr/25;1380;Intra Estado;Município;RS;Porto Alegre;Investimento no Porto de Porto Alegre: 3 Novos Arrendamentos;Transporte Eficiente e Sustentável;Portos;Novos Arrendamentos;Concessão / PPP;Concluído;16.099.077,00;100;Privado
abr/25;1382;Intra Estado;Município;RS;Porto Alegre;Investimento no Porto de Porto Alegre: 3 Novos Arrendamentos;Transporte Eficiente e Sustentável;Portos;Novos Arrendamentos;Concessão / PPP;Em licitação / Leilão;5.002.263,00;;Privado
abr/25;1776;Intra Estado;Município;RS;Porto Alegre;Novo Arrendamento - POA26 - Porto de Porto Alegre/RS;Transporte Eficiente e Sustentável;Portos;Novos Arrendamentos;Concessão / PPP - Estudos;Em ação preparatória;0,00;;Federal
abr/25;1414;Intra Estado;Município;RS;Rio Grande;Investimentos no Porto de Rio Grande: 2 Arrendamentos Vigentes;Transporte Eficiente e Sustentável;Portos;Novos Arrendamentos;Concessão / PPP;Concluído;26.951.232,00;100;Privado
abr/25;1458;Intra Estado;Município;RS;Rio Grande;Investimentos no Porto de Rio Grande: 2 Arrendamentos Vigentes;Transporte Eficiente e Sustentável;Portos;Arrendamentos Existentes;Obra;Concluído;7.010.517,00;100;Privado
abr/25;1778;Intra Estado;Município;RS;Rio Grande;Novo Arrendamento - RIG10 - Porto de Rio Grande/RS;Transporte Eficiente e Sustentável;Portos;Novos Arrendamentos;Concessão / PPP - Estudos;Em licitação / Leilão;0,00;;Federal
abr/25;1408;Intra Estado;Município;RS;Rio Grande;Porto de Rio Grande: Implantação de Sistema de Tráfego Portuário VTS;Transporte Eficiente e Sustentável;Portos;Sistemas e Inovações Tecnológicas;Obra;Em execução;16.800.000,00;45;Federal
abr/25;1406;Intra Estado;Município;RS;Rio Grande;Porto de Rio Grande: Pavimentação Interna;Transporte Eficiente e Sustentável;Portos;Acessos Terrestres;Obra;Concluído;10.000.000,00;100;Federal
abr/25;1766;Intra Estado;Município;RS;Rio Grande;TUP – Tecon Rio Grande - Modernização do Terminal de Contêineres, no Porto de Rio Grande/RS;Transporte Eficiente e Sustentável;Portos;TUP;Concessão / PPP - Obra;Em execução;0,00;0;Privado
abr/25;22127;Intra Estado;Estado;RS;Rio Grande do Sul;Manutenção e Restauração Rodoviária - Rio Grande do Sul - 2023;Transporte Eficiente e Sustentável;Rodovias;Manutenção/Restauração;Obra;Concluído;825.819.245,75;100;Federal
abr/25;22154;Intra Estado;Estado;RS;Rio Grande do Sul;Manutenção e Restauração Rodoviária - Rio Grande do Sul - 2024;Transporte Eficiente e Sustentável;Rodovias;Manutenção/Restauração;Obra;Concluído;604.054.651,34;100;Federal
abr/25;22181;Intra Estado;Estado;RS;Rio Grande do Sul;Manutenção e Restauração Rodoviária - Rio Grande do Sul - 2025;Transporte Eficiente e Sustentável;Rodovias;Manutenção/Restauração;Obra;Em execução;622.669.216,36;30;Federal
abr/25;22208;Intra Estado;Estado;RS;Rio Grande do Sul;Manutenção e Restauração Rodoviária - Rio Grande do Sul - 2026;Transporte Eficiente e Sustentável;Rodovias;Manutenção/Restauração;Obra;Em ação preparatória;623.792.390,96;;Federal
abr/25;930;Intra Estado;Municípios;RS;Arambaré, Barra do Ribeiro, Camaquã, Cristal, Eldorado do Sul, Guaíba, Pelotas, Porto Alegre, São Lourenço do Sul, Sentinela do Sul, Tapes, Turuçu;Duplicação da BR-116/RS (Porto Alegre – Pelotas) (10 lotes);Transporte Eficiente e Sustentável;Rodovias;Duplicação/Adequação;Obra;Em licitação / Leilão;188.435.686,42;;Federal
abr/25;926;Intra Estado;Municípios;RS;Arroio dos Ratos, Butiá, Eldorado do Sul, Minas do Leão, Pantano Grande, Rio Pardo, São Jerônimo;Duplicação da BR-290/RS (04 lotes);Transporte Eficiente e Sustentável;Rodovias;Duplicação/Adequação;Obra;Em ação preparatória;162.391.598,61;;Federal
abr/25;2146;Intra Estado;Municípios;RS;Arroio Grande, Camaquã, Canguçu, Capão do Leão, Cristal, Jaguarão, Morro Redondo, Pedro Osório, Pelotas, Piratini, Rio Grande, Santana da Boa Vista, São Lourenço do Sul, Turuçu;BR-101/116/392/RS;Transporte Eficiente e Sustentável;Rodovias;Estudos para Novas Concessões;Concessão / PPP - Estudos;Em execução;5.000.000,00;50;Federal
abr/25;721;Intra Estado;Municípios;RS;Barra do Ribeiro, Butiá, Caçapava do Sul, Camaquã, Cruz Alta, Eldorado do Sul, Júlio de Castilhos, Panambi, Pantano Grande, Porto Alegre, Salto do Jacuí, Santa Maria, Santana da Boa Vista, São Sepé;BR-116/158/290/392/RS;Transporte Eficiente e Sustentável;Rodovias;Novas Concessões;Concessão / PPP - Estudos;Em execução;12.000.000,00;55;Federal
abr/25;928;Intra Estado;Municípios;RS;Canoas, Esteio, Novo Hamburgo, Porto Alegre, São Leopoldo, Sapucaia do Sul;Adequação da BR-116/RS (Porto Alegre - Novo Hamburgo);Transporte Eficiente e Sustentável;Rodovias;Duplicação/Adequação;Obra;Em execução;558.301.018,86;50;Federal
abr/25;1504;Intra Estado;Municípios;RS;Canoas, Esteio, Porto Alegre, Sapucaia do Sul;Construção do prolongamento da BR-448/RS;Transporte Eficiente e Sustentável;Rodovias;Planejamento, Estudos e Projetos;Estudo / Projeto;Em execução;0,00;50;Federal
abr/25;1502;Intra Estado;Municípios;RS;Erechim, Gaurama, Marcelino Ramos, Severiano de Almeida, Três Arroios;Construção da BR-153/RS;Transporte Eficiente e Sustentável;Rodovias;Planejamento, Estudos e Projetos;Estudo / Projeto;Em execução;0,00;67,4;Federal
abr/25;924;Intra Estado;Município;RS;Ijuí;Adequação da travessia urbana de Ijuí - BR-285/RS;Transporte Eficiente e Sustentável;Rodovias;Planejamento, Estudos e Projetos;Estudo / Projeto;Concluído;0,00;100;Federal
abr/25;22402;Intra Estado;Município;RS;Ijuí;BR-285/RS - Adequação da Travessia Urbana de Ijuí;Transporte Eficiente e Sustentável;Rodovias;Duplicação/Adequação;Obra;Em ação preparatória;0,00;;Federal
abr/25;1539;Intra Estado;Município;RS;Jaguarão;Construção da Ponte Fronteira Brasil-Uruguai (Jaguarão - BR-116/RS);Transporte Eficiente e Sustentável;Rodovias;OAE - Obras de Arte Especiais;Obra;Em execução;157.751.499,00;0;Federal
abr/25;1535;Intra Estado;Município;RS;Passo Fundo;Duplicação da BR-285/RS (Passo Fundo);Transporte Eficiente e Sustentável;Rodovias;Planejamento, Estudos e Projetos;Estudo / Projeto;Em execução;0,00;36,9;Federal
abr/25;669;Intra Estado;Municípios;RS;Pelotas, Rio Grande, Jaguarão, Arroio Grande, Pedro Osório, Capão do Leão, Santana da Boa Vista, Piratini, Canguçu, Morro Redondo, Turuçu, São Lourenço do Sul, Cristal, Camaquã;BRs-116/392/RS;Transporte Eficiente e Sustentável;Rodovias;Investimentos das Concessões Existentes;Concessão / PPP - Obra;Em execução;141.750.515,00;91,5;Privado
abr/25;2041;Intra Estado;Municípios;RS;Pelotas, Rio Grande, Santa Maria, Santana da Boa Vista, Santo Ângelo, São Sepé, Toropi;Construção da BR-392/RS;Transporte Eficiente e Sustentável;Rodovias;Planejamento, Estudos e Projetos;Estudo / Projeto;Em licitação / Leilão;0,00;;Federal
abr/25;934;Intra Estado;Município;RS;Porto Alegre;Construção de acessos à 2ª ponte sobre o rio Guaíba - BR-116/290/RS;Transporte Eficiente e Sustentável;Rodovias;OAE - Obras de Arte Especiais;Obra;Em ação preparatória;157.680.582,00;;Federal
abr/25;684;Intra Estado;Municípios;RS;Porto Alegre, Canoas, Esteio, Cachoeirinha, Gravataí, Glorinha, Santo Antônio da Patrulha, Osório, Maquiné, Terra de Areia, Três Forquilhas, Três Cachoeiras, Dom Pedro de Alcântara, Torres, Nova Santa Rita, Montenegro, Triunfo, Tabaí, Paverama, Fazenda Vilanova, Bom Retiro do Sul, Estrela, Lajeado, Forquetinha, Marques de Souza, Pouso Novo, São José do Herval, Fontoura Xavier, Soledade, Mormaço, Tio Hugo, Victor Graeff, Santo Antônio do Planalto, Carazinho;BRs-101/290/448/386/RS (Div. RS/SC - Entr BR/285/377);Transporte Eficiente e Sustentável;Rodovias;Investimentos das Concessões Existentes;Concessão / PPP - Obra;Em execução;3.525.237.342,00;29;Privado
abr/25;936;Intra Estado;Município;RS;Porto Xavier;Construção da Ponte Sobre o rio Uruguai em Porto Xavier - BR-392/RS;Transporte Eficiente e Sustentável;Rodovias;OAE - Obras de Arte Especiais;Obra;Em ação preparatória;246.641.577,00;;Federal
abr/25;1691;Intra Estado;Municípios;RS;Rio Grande, São José do Norte;Construção de ponte entre São José do Norte e Rio Grande - BR-101/392/RS ;Transporte Eficiente e Sustentável;Rodovias;Planejamento, Estudos e Projetos;Estudo / Projeto;Em ação preparatória;0,00;;Federal
abr/25;22403;Intra Estado;Município;RS;Santa Maria;BRs-158/287/RS - Adequação da Travessia Urbana de Santa Maria;Transporte Eficiente e Sustentável;Rodovias;Duplicação/Adequação;Obra;Em ação preparatória;0,00;;Federal
abr/25;6449;Intra Estado;Município;RS;São Borja;Concessão da Ponte Internacional entre São Borja (Brasil) e Santo Tomé (Argentina);Transporte Eficiente e Sustentável;Rodovias;Novas Concessões;Concessão / PPP - Estudos;Em licitação / Leilão;2.000.000,00;;Federal
abr/25;922;Intra Estado;Município;RS;São Borja;Construção da ponte sobre rio Ibicuí - BR-472/RS;Transporte Eficiente e Sustentável;Rodovias;OAE - Obras de Arte Especiais;Obra;Em ação preparatória;162.114.967,00;;Federal
abr/25;1564;Intra Estado;Município;RS;Uruguaiana;Restauração da Ponte Uruguaiana – Passo de Los Libres - BR-290/RS;Transporte Eficiente e Sustentável;Rodovias;Planejamento, Estudos e Projetos;Estudo / Projeto;Em ação preparatória;0,00;;Federal
jul/25;38;Intra Estado;Municípios;RS;Alegrete, Bagé, Bento Gonçalves, Caxias do Sul, Canoas, Erechim, Ijuí, Lajeado, Novo Hamburgo, Osório, Passo Fundo, Pelotas, Porto Alegre, Rio Grande, Sant'Ana do Livramento, Santa Cruz do Sul, Santa Maria;Infovia do Rio Grande do Sul (Rede Tchê);Inclusão Digital e Conectividade;Infovias;Infovias Regionais e Estaduais;Obra;Em execução;8.500.000,00;21;Federal
jul/25;44;Intra Estado;Município;RS;Novo Hamburgo;Centro de Iniciação ao Esporte - CIE;Infraestrutura Social e Inclusiva;Esportes;Retomada e conclusão de obras - Centros Esportivos;Obra;Concluído;966.558,00;100;Municipal
jul/25;83;Intra Estado;Município;RS;Rio Grande;Centro de Iniciação ao Esporte - CIE;Infraestrutura Social e Inclusiva;Esportes;Retomada e conclusão de obras - Centros Esportivos;Obra;Concluído;91.259,93;100;Municipal
jul/25;108;Intra Estado;Município;RS;Pelotas;Farroupilha;Cidades Sustentáveis e Resilientes;Periferia Viva - Urbanização de Favelas;Retomada, conclusão e novas obras;Obra;Em execução;6.305.392,91;77,6;Municipal
jul/25;110;Intra Estado;Município;RS;Santa Maria;Arroio Cadena e Vacacaí Mirim;Cidades Sustentáveis e Resilientes;Periferia Viva - Urbanização de Favelas;Retomada, conclusão e novas obras;Obra;Em execução;3.868.672,95;80,4;Municipal
jul/25;112;Intra Estado;Município;RS;Rio Grande;Orla Portuária;Cidades Sustentáveis e Resilientes;Periferia Viva - Urbanização de Favelas;Retomada, conclusão e novas obras;Obra;Em execução;0,00;86,1;Municipal
jul/25;127;Intra Estado;Município;RS;Canoas;Espaço Esportivo Comunitário;Infraestrutura Social e Inclusiva;Esportes;Seleção 2023 - Espaços Esportivos Comunitários;Obra;Em licitação / Leilão;1.500.000,00;;Municipal
jul/25;193;Intra Estado;Município;RS;Porto Alegre;Espaço Esportivo Comunitário;Infraestrutura Social e Inclusiva;Esportes;Seleção 2023 - Espaços Esportivos Comunitários;Obra;Em ação preparatória;1.500.000,00;;Municipal
jul/25;202;Intra Estado;Município;RS;Esteio;Arroio Sapucaia;Cidades Sustentáveis e Resilientes;Periferia Viva - Urbanização de Favelas;Retomada, conclusão e novas obras;Obra;Em execução;10.512.887,53;36,5;Municipal
jul/25;204;Intra Estado;Município;RS;São Leopoldo;Bairro São Miguel;Cidades Sustentáveis e Resilientes;Periferia Viva - Urbanização de Favelas;Retomada, conclusão e novas obras;Obra;Em ação preparatória;5.744.359,84;;Municipal
jul/25;289;Intra Estado;Município;RS;Camaquã;Espaço Esportivo Comunitário;Infraestrutura Social e Inclusiva;Esportes;Seleção 2023 - Espaços Esportivos Comunitários;Obra;Em execução;1.500.000,00;0;Municipal
jul/25;307;Intra Estado;Município;RS;Viamão;Espaço Esportivo Comunitário;Infraestrutura Social e Inclusiva;Esportes;Seleção 2023 - Espaços Esportivos Comunitários;Obra;Em licitação / Leilão;1.500.000,00;;Municipal
jul/25;357;Intra Estado;Município;RS;Pelotas;Espaço Esportivo Comunitário;Infraestrutura Social e Inclusiva;Esportes;Seleção 2023 - Espaços Esportivos Comunitários;Obra;Em licitação / Leilão;1.500.000,00;;Municipal
jul/25;360;Intra Estado;Município;RS;Pelotas;Ampliação do Sistema de Abastecimento de Água (SAA);Água Para Todos;Abastecimento de água;Retomada, conclusão e novas obras;Obra;Concluído;891.421,03;100;Municipal
jul/25;392;Intra Estado;Município;RS;Sant'Ana do Livramento;Ampliação do Sistema de Esgotamento Sanitário (SES);Cidades Sustentáveis e Resilientes;Esgotamento sanitário;Retomada, conclusão e novas obras;Obra;Em execução;10.327.300,42;52,5;Municipal
jul/25;398;Intra Estado;Município;RS;Pelotas;Implantação da Estação de Tratamento de Esgoto (ETE) Novo Mundo;Cidades Sustentáveis e Resilientes;Esgotamento sanitário;Retomada, conclusão e novas obras;Obra;Concluído;673.689,54;100;Municipal
jul/25;418;Intra Estado;Município;RS;São Leopoldo;Ampliação do Sistema de Esgotamento Sanitário (SES);Cidades Sustentáveis e Resilientes;Esgotamento sanitário;Retomada, conclusão e novas obras;Obra;Em execução;74.942.831,08;4,5;Municipal
jul/25;445;Intra Estado;Município;RS;São Lourenço do Sul;Espaço Esportivo Comunitário;Infraestrutura Social e Inclusiva;Esportes;Seleção 2023 - Espaços Esportivos Comunitários;Obra;Em licitação / Leilão;1.500.000,00;;Municipal
jul/25;460;Intra Estado;Município;RS;Rolante;Ampliação do Sistema de Esgotamento Sanitário (SES);Cidades Sustentáveis e Resilientes;Esgotamento sanitário;Retomada, conclusão e novas obras;Obra;Em ação preparatória;7.371.255,74;;Municipal
jul/25;552;Intra Estado;Município;RS;Porto Alegre;Arroio da Areia;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Retomada, conclusão e novas obras - Drenagem;Obra;Em execução;65.480.698,43;42,9;Municipal
